Locality,Population,Population density,Accommodation,Agricultural/Plant production,"Art, music, hobbies",Cars,Civic/Amenity,"Clothing, shoes, accessories",Commercial,Common Landuse Key Values - Developed land,Common Landuse Key Values - Rural and agricultural land,"Discount store, charity","Do-it-yourself, household, building materials, gardening",Education,Electronics,"Entertainment, Arts & Culture",Financial,"Food, beverages",Furniture and interior,"General store, department store, mall",Health and beauty,Healthcare,Leisure,Manmade,Military,Office,Other Amenities,Other Buildings,Other Landuse Key Values,"Outdoors and sport, vehicles",Public transport,Religious,Sport,"Stationery, gifts, books, newspapers",Sustenance,Tourism,Transportation
"PAMPANGA, SANTO TOMAS",37866,2703.414247,72,0,0,0,8,0,1,8,31,0,1,4,0,0,1,2,0,1,0,2,4,2,0,0,0,151,5,0,0,4,2,0,1,2,3
"PAMPANGA, SASMUAN",26630,478.5184343,56,0,0,0,5,0,1,3,3,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,37,4,0,0,2,1,0,0,2,2
"PANGASINAN, AGNO",26023,175.2489432,55,0,0,0,5,0,0,5,3,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,32,4,0,0,1,0,0,0,0,2
"PANGASINAN, AGUILAR",36564,275.8400348,70,0,0,0,7,0,0,2,1,0,1,4,0,0,0,2,0,0,0,2,4,2,0,0,0,18,5,0,0,1,0,0,0,1,3
"PANGASINAN, ALAMINOS CITY",79788,482.8617324,123,0,0,0,17,1,1,5,1,1,1,9,1,0,0,5,0,0,0,4,10,3,0,0,0,27,9,0,0,2,1,0,3,1,8
"PANGASINAN, ALCALA",38934,997.5898844,73,0,0,0,8,0,0,2,3,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,5,5,0,0,1,0,0,1,0,3
"PANGASINAN, ANDA",34398,456.1566259,67,0,0,0,7,0,1,4,0,0,1,3,0,0,0,2,0,0,0,2,4,2,0,0,0,7,5,0,0,1,1,0,0,0,3
"PANGASINAN, ASINGAN",54092,821.1659251,93,0,0,0,11,0,1,3,4,0,1,6,0,0,0,3,0,0,0,3,7,2,0,0,0,12,7,0,0,2,1,0,1,1,5
"PANGASINAN, BALUNGAO",25214,298.6431309,54,0,0,0,5,0,0,2,2,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,6,4,0,0,1,0,0,0,0,2
"PANGASINAN, BANI",45652,253.1915921,82,0,0,0,9,0,0,5,1,0,1,5,0,0,0,2,0,0,0,2,5,2,0,0,0,14,6,0,0,1,1,0,0,0,4
"PANGASINAN, BASISTA",28104,1278.081913,58,0,0,0,6,0,0,4,2,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,15,4,0,0,1,1,0,0,0,2
"PANGASINAN, BAUTISTA",28094,512.2116962,58,0,0,0,6,0,0,2,3,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,6,4,0,0,0,0,0,0,0,2
"PANGASINAN, BAYAMBANG",103145,850.9379873,147,0,0,0,22,1,1,5,4,1,2,12,1,0,2,6,0,1,0,5,13,4,0,0,0,36,11,0,0,4,1,0,1,1,10
"PANGASINAN, BINALONAN",52722,671.8799393,91,0,0,0,11,0,0,3,4,0,1,5,0,0,0,3,0,0,0,3,6,2,0,0,0,15,6,0,0,3,1,0,1,1,4
"PANGASINAN, BINMALEY",76214,1233.956846,119,0,0,0,16,0,2,10,6,1,1,8,1,0,0,4,0,1,0,4,10,3,0,0,0,137,9,1,0,2,1,0,2,2,7
"PANGASINAN, BOLINAO",69568,336.5427755,111,0,0,0,14,0,3,9,3,1,1,8,1,0,0,4,0,0,0,3,9,3,0,0,0,164,8,0,0,2,1,0,2,1,6
"PANGASINAN, BUGALLON",62237,394.0624117,103,0,0,0,13,0,1,4,1,1,1,7,0,0,0,4,0,0,0,3,8,3,0,0,0,20,7,0,0,2,1,0,0,1,6
"PANGASINAN, BURGOS",20187,177.6789825,46,0,0,0,4,0,0,4,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,10,3,0,0,1,0,0,0,0,1
"PANGASINAN, CALASIAO",85419,1738.249336,129,0,0,0,18,1,1,14,5,1,2,9,1,0,0,5,0,1,0,4,11,4,0,0,0,78,9,0,0,2,2,0,2,1,8
"PANGASINAN, DAGUPAN CITY",149554,3135.301777,192,0,0,0,33,1,4,21,8,1,3,18,1,1,6,10,1,6,1,8,20,6,0,1,1,87,14,2,0,6,4,1,7,11,16
"PANGASINAN, DASOL",27027,105.6570989,56,0,0,0,5,0,0,2,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,3,4,0,0,2,0,0,0,0,2
"PANGASINAN, INFANTA",23731,109.5475113,51,0,0,0,5,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,5,4,0,0,0,0,0,0,0,2
"PANGASINAN, LABRADOR",20508,221.70481,46,0,0,0,4,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,5,3,0,0,1,0,0,0,0,1
"PANGASINAN, LAOAC",28266,695.190305,58,0,0,0,6,0,0,2,3,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,10,4,0,0,1,0,0,0,0,2
"PANGASINAN, LINGAYEN",95773,1395.099353,140,0,0,0,20,1,1,4,2,1,2,11,1,0,2,6,0,1,0,5,12,4,0,0,0,38,10,0,0,2,1,0,2,2,9
"PANGASINAN, MABINI",23338,89.8900293,51,0,0,0,5,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,5,4,0,0,0,0,0,0,0,2
"PANGASINAN, MALASIQUI",122820,985.1064132,167,0,0,0,27,1,3,9,5,1,2,14,1,0,3,8,0,2,0,7,16,5,0,0,0,69,12,1,0,4,1,1,3,5,13
"PANGASINAN, MANAOAG",62684,1479.198513,103,0,0,0,13,0,1,5,5,1,1,7,0,0,0,4,0,1,0,3,8,3,0,0,0,38,7,0,0,3,1,0,1,1,6
"PANGASINAN, MANGALDAN",90391,2084.263805,134,0,0,0,19,1,1,14,5,1,2,10,1,0,2,5,0,2,0,5,12,4,0,0,0,53,10,0,0,3,2,0,2,1,9
"PANGASINAN, MANGATAREM",65366,216.8895462,106,0,0,0,14,0,1,4,2,1,1,7,1,0,0,4,0,0,0,3,8,3,0,0,0,32,8,0,0,2,1,0,1,1,6
"PANGASINAN, MAPANDAN",32905,1542.665893,65,0,0,0,7,0,1,3,3,0,1,3,0,0,0,2,0,1,1,1,4,1,0,0,0,15,5,1,0,1,1,0,0,1,3
"PANGASINAN, NATIVIDAD",21560,289.9835208,48,0,0,0,4,0,1,2,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,8,3,0,0,0,0,0,0,0,1
"PANGASINAN, POZZORUBIO",63689,852.852407,104,0,0,0,13,0,1,6,6,1,1,7,1,0,0,4,0,0,0,3,8,3,0,0,0,28,7,0,0,3,1,0,1,1,6
"PANGASINAN, ROSALES",57702,977.1951768,97,0,0,0,12,0,0,3,4,0,1,6,0,0,0,3,0,0,0,3,7,3,0,0,0,17,7,0,0,3,1,0,1,1,5
"PANGASINAN, SAN CARLOS CITY",161884,1071.322858,204,0,0,0,36,1,23,14,6,2,3,20,1,0,7,11,1,5,1,9,22,7,0,1,1,89,15,4,0,5,6,1,5,6,18
"PANGASINAN, SAN FABIAN",74005,1069.483886,116,0,0,0,15,0,1,5,5,1,1,8,1,0,0,4,0,0,0,4,9,3,0,0,0,33,8,0,0,3,1,0,1,1,7
"PANGASINAN, SAN JACINTO",35591,1045.056727,69,0,0,0,7,0,0,3,2,0,1,3,0,0,0,2,0,0,0,2,4,2,0,0,0,10,5,0,0,1,0,0,0,0,3
"PANGASINAN, SAN MANUEL",46769,391.3875685,83,0,0,0,9,0,0,3,2,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,30,6,0,0,1,1,0,0,1,4
"PANGASINAN, SAN NICOLAS",33419,143.0637099,66,0,0,0,7,0,0,2,1,0,1,3,0,0,0,2,0,0,0,1,4,1,0,0,0,8,5,0,0,0,0,0,0,1,3
"PANGASINAN, SAN QUINTIN",30556,260.4996945,61,0,0,0,6,0,0,3,2,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,24,4,0,0,1,0,0,0,0,2
"PANGASINAN, SANTA BARBARA",73025,1129.622814,115,0,0,0,15,0,1,10,3,1,1,8,1,0,0,4,0,1,0,4,9,3,0,0,0,28,8,1,0,2,1,0,1,1,7
"PANGASINAN, SANTA MARIA",30721,594.6074135,62,0,0,0,6,0,0,2,2,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,8,4,0,0,1,0,0,0,0,2
"PANGASINAN, SANTO TOMAS",13706,1890.040733,35,0,0,0,3,0,0,1,4,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,10,2,0,0,1,0,0,0,0,1
"PANGASINAN, SISON",42791,281.8511695,78,0,0,0,9,0,0,3,2,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,5,6,0,0,1,0,0,0,0,3
"PANGASINAN, SUAL",29925,183.9015718,61,0,0,0,6,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,5,4,0,0,0,0,0,0,0,2
"PANGASINAN, TAYUG",37954,731.1382245,72,0,0,0,8,0,0,3,2,0,1,4,0,0,0,2,0,0,0,2,4,2,0,0,0,92,5,0,0,1,0,0,0,1,3
"PANGASINAN, UMINGAN",62497,246.0632771,103,0,0,0,13,0,1,7,2,1,1,7,0,0,0,4,0,0,0,3,8,3,0,0,0,43,7,0,0,2,1,0,0,1,6
"PANGASINAN, URBIZTONDO",43430,709.2710831,79,0,0,0,9,0,0,3,2,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,4,6,0,0,1,0,0,0,0,4
"PANGASINAN, URDANETA CITY",120785,1121.59034,165,0,0,0,26,1,3,9,5,1,2,14,1,0,3,8,0,2,0,7,16,5,0,0,0,51,12,1,0,4,1,1,2,5,13
"PANGASINAN, VILLASIS",56668,745.9205835,96,0,0,0,12,0,1,5,5,0,1,6,0,0,0,3,0,0,0,3,7,2,0,0,0,16,7,0,0,3,1,0,0,1,5
"QUEZON, AGDANGAN",11164,341.1654056,30,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1
"QUEZON, ALABAT",14789,255.4335788,37,0,0,0,3,0,0,3,2,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,20,3,0,0,1,1,0,0,0,1
"QUEZON, ATIMONAN",59157,253.8720423,99,0,0,0,12,0,1,4,0,1,1,6,0,0,0,3,0,0,0,3,7,3,0,0,0,10,7,0,0,2,1,0,0,1,5
"QUEZON, BUENAVISTA",24798,157.3595905,53,0,0,0,5,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,2,4,0,0,0,0,0,0,0,2
"QUEZON, BURDEOS",23568,101.3305847,51,0,0,0,5,0,0,8,2,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,24,4,0,0,0,0,0,1,1,2
"QUEZON, CALAUAG",69475,214.590036,111,0,0,0,14,0,1,3,1,1,1,7,1,0,0,4,0,0,0,3,9,3,0,0,0,18,8,0,0,1,0,0,1,1,6
"QUEZON, CANDELARIA",105997,669.4105746,150,0,0,0,23,1,1,10,3,1,2,12,1,0,2,7,0,1,0,6,14,5,0,0,1,30,11,0,0,5,2,0,3,2,11
"QUEZON, CATANAUAN",65705,245.5648531,107,0,0,0,14,0,1,4,2,1,1,7,1,0,0,4,0,0,0,3,8,3,0,0,0,34,8,0,0,1,0,0,1,1,6
"QUEZON, DOLORES",26312,429.3378678,55,0,0,0,5,0,0,3,2,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,5,4,0,0,1,0,0,0,1,2
"QUEZON, GENERAL LUNA",23379,196.0142289,51,0,0,0,5,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,9,4,0,0,0,0,0,0,0,2
"QUEZON, GENERAL NAKAR",24895,19.51504018,53,0,0,0,5,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,8,4,0,0,1,0,0,0,1,2
"QUEZON, GUINAYANGAN",39074,164.7751001,73,0,0,0,8,0,0,6,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,3,5,0,0,0,0,0,0,0,3
"QUEZON, GUMACA",63778,319.2308869,104,0,0,0,13,0,1,4,1,1,1,7,1,0,0,4,0,0,0,3,8,3,0,0,0,96,7,0,0,1,1,0,1,1,6
"QUEZON, INFANTA",60346,636.64489,100,0,0,0,12,0,1,6,1,1,1,6,0,0,0,3,0,0,0,3,7,3,0,0,0,21,7,0,0,1,1,0,1,1,5
"QUEZON, JOMALIG",6111,117.2343133,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,1,0,0,0,0
"QUEZON, LOPEZ",86660,228.5273244,130,0,0,0,18,1,1,3,1,1,2,10,1,0,0,5,0,1,0,4,11,4,0,0,0,59,9,0,0,2,1,0,1,1,8
"QUEZON, LUCBAN",45616,379.2543975,82,0,0,0,9,0,0,4,2,0,1,5,0,0,0,2,0,0,0,2,5,2,0,0,0,27,6,0,0,1,0,0,1,0,4
"QUEZON, LUCENA CITY",236390,2597.523629,267,0,0,0,53,2,19,47,7,2,5,30,2,1,9,17,1,9,8,14,33,10,0,6,1,932,20,5,1,13,8,1,27,22,29
"QUEZON, MACALELON",25986,317.5816886,55,0,0,0,5,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,18,4,0,0,1,0,0,0,1,2
"QUEZON, MAUBAN",55866,129.8609353,95,0,0,0,11,0,1,2,1,0,1,6,0,0,0,3,0,0,0,3,7,2,0,0,0,30,7,0,0,1,0,0,0,0,5
"QUEZON, MULANAY",48538,184.3888239,86,0,0,0,10,0,0,4,1,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,36,6,0,0,1,0,0,1,0,4
"QUEZON, PADRE BURGOS",19877,306.3028762,45,0,0,0,4,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,9,3,0,0,0,0,0,0,0,1
"QUEZON, PAGBILAO",62561,363.4512219,103,0,0,0,13,0,0,3,1,1,1,7,0,0,0,4,0,0,0,3,8,3,0,0,0,22,7,0,0,1,1,0,0,0,6
"QUEZON, PANUKULAN",11968,57.32935128,31,0,0,0,2,0,0,9,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,18,2,0,0,1,0,0,0,1,1
"QUEZON, PATNANUNGAN",12825,131.601844,33,0,0,0,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,10,2,0,0,1,0,0,0,0,1
"QUEZON, PEREZ",11022,209.165327,30,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,1,0,0,0,0,1
"QUEZON, PITOGO",21095,291.5528464,47,0,0,0,4,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,17,3,0,0,1,0,0,0,0,1
"QUEZON, PLARIDEL",10069,530.5840489,28,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1
"QUEZON, POLILLO",27912,112.258236,58,0,0,0,5,0,0,5,2,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,18,4,0,0,1,1,0,1,0,2
"QUEZON, QUEZON",15011,185.4856085,37,0,0,0,3,0,0,4,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,13,3,0,0,1,0,0,0,0,1
"QUEZON, REAL",33073,86.53620089,65,0,0,0,7,0,1,2,0,0,1,3,0,0,0,2,0,0,0,1,4,1,0,0,0,5,5,0,0,1,0,0,1,1,3
"QUEZON, SAMPALOC",13534,145.4014232,34,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,5,2,0,0,0,0,0,0,0,1
"QUEZON, SAN ANDRES",29216,167.9483761,60,0,0,0,6,0,0,9,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,10,4,0,0,1,0,0,0,1,2
"QUEZON, SAN ANTONIO",30023,497.5879119,61,0,0,0,6,0,0,2,3,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,5,4,0,0,1,0,0,0,0,2
"QUEZON, SAN FRANCISCO",53286,166.0379464,92,0,0,0,11,0,1,12,0,0,1,6,0,0,0,3,0,0,0,3,6,2,0,0,0,6,7,0,0,1,1,0,1,1,5
"QUEZON, SAN NARCISO",39828,164.9054111,74,0,0,0,8,0,0,3,2,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,32,5,0,0,1,1,0,0,1,3
"QUEZON, SARIAYA",128248,644.6669439,172,0,0,0,28,1,5,10,4,1,2,15,1,0,5,8,0,2,0,7,17,6,0,0,1,99,13,0,0,4,2,1,5,6,14
"QUEZON, TAGKAWAYAN",46878,84.85189201,84,0,0,0,9,0,0,3,1,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,9,6,0,0,1,0,0,0,0,4
"QUEZON, TAYABAS CITY",87252,374.8976187,131,0,0,0,18,1,1,4,2,1,2,10,1,0,0,5,0,0,0,5,11,4,0,0,0,44,9,0,1,2,1,0,0,1,8
"QUEZON, TIAONG",87707,803.8765033,131,0,0,0,19,1,1,5,9,1,2,10,1,0,0,5,0,1,0,5,11,4,0,0,0,41,9,0,0,3,1,0,1,1,8
"QUEZON, UNISAN",23911,219.5431541,52,0,0,0,5,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,8,4,0,0,1,0,0,0,0,2
"QUIRINO, AGLIPAY",25069,111.0086898,53,0,0,0,5,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,3,4,0,0,1,0,0,0,0,2
"QUIRINO, CABARROGUIS",28024,129.3382407,58,0,0,0,5,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,5,4,0,0,1,0,0,0,1,2
"QUIRINO, DIFFUN",42958,148.8245867,79,0,0,0,9,0,1,4,0,0,1,4,0,0,0,2,0,1,0,2,5,2,0,0,0,11,6,0,0,1,1,0,0,0,3
"QUIRINO, MADDELA",33637,42.81377259,66,0,0,0,7,0,1,3,2,0,1,3,0,0,0,2,0,0,0,2,4,1,0,0,0,20,5,0,0,1,1,0,0,0,3
"QUIRINO, NAGTIPUNAN",20443,13.4197703,46,0,0,0,4,0,0,4,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,9,3,0,0,0,0,0,0,0,1
"QUIRINO, SAGUDAY",13479,230.6455445,34,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,5,2,0,0,0,0,0,0,0,1
"RIZAL, ANGONO",97209,4479.371031,141,0,0,0,21,1,2,16,7,1,2,11,1,1,8,6,0,3,1,5,13,4,0,1,0,648,10,4,0,8,5,0,13,2,10
"RIZAL, ANTIPOLO CITY",633971,1797.303783,543,0,0,1,152,7,34,113,12,7,15,94,7,1,27,54,3,35,5,44,97,27,0,5,3,335,41,22,1,17,24,4,26,29,99
"RIZAL, BARAS",31524,1243.393802,63,0,0,0,6,0,0,2,21,0,0,3,0,0,1,2,0,0,0,1,4,1,0,0,0,105,4,0,0,9,0,0,3,2,2
"RIZAL, BINANGONAN",238931,5218.248717,269,0,0,0,54,2,14,45,13,2,5,31,2,1,7,17,1,10,7,14,33,10,0,3,1,287,20,3,0,10,11,1,11,8,29
"RIZAL, CAINTA",304478,17523.70728,321,0,0,0,70,3,22,75,5,3,6,41,3,4,13,23,1,11,1,19,44,13,0,2,5,6605,24,4,3,28,19,2,56,7,40
"RIZAL, CARDONA",44942,1541.881654,81,0,0,0,9,0,1,5,14,0,1,5,0,0,0,2,0,0,0,2,5,2,0,0,0,99,6,0,0,9,1,0,2,2,4
"RIZAL, JALA-JALA",28738,635.5228355,59,0,0,0,6,0,0,5,8,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,41,4,0,0,3,1,0,1,0,2
"RIZAL, MORONG",50538,1386.865894,88,0,0,0,10,0,0,6,13,0,1,5,0,0,0,3,0,1,0,2,6,2,0,0,0,244,6,0,0,7,1,0,3,1,4
"RIZAL, PILILLA",58525,932.1602465,98,0,0,0,12,0,1,6,10,1,1,6,0,0,0,3,0,0,0,3,7,3,0,0,0,38,7,0,0,3,1,0,2,1,5
"RIZAL, RODRIGUEZ",223594,834.3558426,257,0,0,0,50,2,8,79,22,2,5,29,2,1,9,16,1,6,2,13,31,10,0,3,1,301,19,5,1,15,18,1,13,11,27
"RIZAL, SAN MATEO",184860,3227.034117,224,0,0,0,41,1,11,26,6,2,4,23,2,1,4,13,1,4,0,11,25,8,0,1,0,718,16,3,0,9,7,1,8,2,21
"RIZAL, TANAY",94460,364.3721155,138,0,0,0,20,1,2,18,30,1,2,11,1,0,2,6,0,1,0,5,12,4,0,0,1,114,10,0,1,9,1,0,5,2,9
"RIZAL, TAYTAY",262485,8758.254867,288,0,0,0,60,2,32,75,6,3,5,34,3,3,15,19,1,7,2,16,37,11,0,2,4,3269,21,4,3,27,26,1,40,4,33
"RIZAL, TERESA",44436,2641.24104,80,0,0,0,9,0,0,6,10,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,274,6,0,0,6,1,0,3,1,4
"ROMBLON, ALCANTARA",15370,242.5727481,38,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,10,3,0,0,0,0,0,0,1,1
"ROMBLON, BANTON",6799,229.4664921,21,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,1,0,0,0,0,0
"ROMBLON, CAJIDIOCAN",21292,137.2621341,47,0,0,0,4,0,1,2,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,13,3,0,0,0,0,0,1,1,1
"ROMBLON, CALATRAVA",9726,202.6940735,27,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17,2,0,0,1,0,0,0,0,1
"ROMBLON, CONCEPCION",4166,175.4305381,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
"ROMBLON, CORCUERA",10883,515.1750543,29,0,0,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,2,0,0,1,0,0,0,1,1
"ROMBLON, FERROL",6395,188.8447336,20,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,1,0
"ROMBLON, LOOC",20787,270.5913485,47,0,0,0,4,0,0,6,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,16,3,0,0,0,0,0,0,1,1
"ROMBLON, MAGDIWANG",12924,135.4963572,33,0,0,0,2,0,0,6,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,21,2,0,0,0,0,0,1,1,1
"ROMBLON, ODIONGAN",42062,268.9149999,77,0,0,0,8,0,0,3,0,0,1,4,0,0,1,2,0,0,0,2,5,2,0,0,0,5,5,0,0,1,1,0,1,1,3
"ROMBLON, ROMBLON",37544,412.140356,71,0,0,0,7,0,0,2,0,0,1,4,0,0,0,2,0,0,0,2,4,2,0,0,0,15,5,0,0,0,1,0,1,1,3
"ROMBLON, SAN AGUSTIN",22118,249.8037524,49,0,0,0,4,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,20,3,0,0,0,0,0,0,0,2
"ROMBLON, SAN ANDRES",14120,129.8854382,35,0,0,0,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,19,2,0,0,1,0,0,0,1,1
"ROMBLON, SAN FERNANDO",22325,110.3080302,49,0,0,0,4,0,1,1,2,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,20,3,0,0,0,0,0,1,1,2
"ROMBLON, SAN JOSE",9428,330.2290133,26,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2,0,0,0,1,0,0,0,1
"ROMBLON, SANTA FE",16315,248.0822832,39,0,0,0,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,9,3,0,0,1,0,0,0,0,1
"ROMBLON, SANTA MARIA",7520,196.8419221,22,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2,0,0,1,0,0,0,0,0
"SAMAR, ALMAGRO",8650,342.0488605,25,0,0,0,2,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,2,0,0,0,0,0,0,1,0
"SAMAR, BASEY",48389,76.71538092,86,0,0,0,10,0,0,4,2,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,15,6,0,0,1,1,0,1,1,4
"SAMAR, CALBAYOG CITY",163657,181.6545434,205,0,0,0,36,1,25,35,4,2,3,20,1,1,5,11,1,5,0,9,22,7,0,1,1,394,15,4,0,3,9,1,4,6,18
"SAMAR, CALBIGA",20309,93.28653651,46,0,0,0,4,0,0,3,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,9,3,0,0,1,0,0,1,0,1
"SAMAR, CATBALOGAN CITY",92454,520.1497676,136,0,0,0,20,1,2,8,3,1,2,10,1,0,1,6,0,0,0,5,12,4,0,0,0,165,10,0,0,2,1,0,3,1,9
"SAMAR, DARAM",38411,350.1635378,72,0,0,0,8,0,0,4,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,16,5,0,0,1,1,0,1,0,3
"SAMAR, GANDARA",31222,104.7289217,62,0,0,0,6,0,0,3,1,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,7,4,0,0,1,0,0,1,0,2
"SAMAR, HINABANGAN",12129,31.88785821,32,0,0,0,2,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,24,2,0,0,1,0,0,0,0,1
"SAMAR, JIABONG",15968,159.0016693,39,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,6,3,0,0,1,0,0,0,0,1
"SAMAR, MARABUT",13745,91.94357149,35,0,0,0,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,9,2,0,0,0,0,0,0,0,1
"SAMAR, MATUGUINAO",6589,17.78915772,20,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0
"SAMAR, MOTIONG",13549,121.7341203,34,0,0,0,3,0,0,5,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,37,2,0,0,0,0,0,0,0,1
"SAMAR, PAGSANGHAN",7981,269.837832,23,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,0,0,0,0
"SAMAR, PARANAS",27820,51.60165535,57,0,0,0,5,0,0,2,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,12,4,0,0,1,0,0,1,0,2
"SAMAR, PINABACDAO",14492,121.8911347,36,0,0,0,3,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,8,3,0,0,1,0,0,0,0,1
"SAMAR, SAN JORGE",14134,50.26444817,35,0,0,0,3,0,0,3,2,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,42,2,0,0,0,0,0,0,0,1
